0 | 旁白 | （金鑾殿[1]。太監甩鞭三響，文武百官魚貫行至殿前。皇帝拾級而上走向龍椅） | 公元一七二二年，清康熙皇帝駕崩，川陝總督年羹堯和步軍統領隆科多在皇位繼承人大戰中為四阿哥胤禛登基立下汗馬功勞，被雍正視作社稷重臣一時權傾朝野，成為新政權的核心人物。
971 | 小允子 | （退） （永壽宮，小允子入，對甄嬛耳語） | 嗻，奴才這就去辦。
971 | 甄嬛 | （永壽宮，小允子入，對甄嬛耳語） | 你好像很討厭祺嬪。
971 | 弘曆 | （永壽宮，小允子入，對甄嬛耳語） | 宮裡面就只有額娘最疼我了，那些仗勢欺人的人、額娘不喜歡的人，兒子都討厭。
972 | 景泰 | （欣貴人的丫鬟一盆水潑出） | 自己小主沒本事，還潑什麼水呀？有本事把皇上招回去呀。
972 | 皇帝 | （文鴛房內） | 現在心口還慌嗎？
972 | 文鴛 | （文鴛房內） | 皇上不來，臣妾總是心慌。
972 | 皇帝 | （文鴛房內） | 那朕再聽聽？
972 | 小允子 | （文鴛房內） | 皇上，熹妃娘娘讓奴才送東西給祺嬪。
972 | 皇帝 | （文鴛房內） | 什麼東西？進來說吧。
972 | 小允子 | （文鴛房內） | 娘娘聽說祺嬪夢魘心慌，特意讓奴才煮了一壺糙米薏仁湯來，太醫說解夢魘是最好的。
972 | 皇帝 | （文鴛房內） | 快喝了它，專治你的病。
972 | 文鴛 | （文鴛房內） | 臣妾不喝，臣妾喝了，皇上就不來了。
972 | 皇帝 | （文鴛房內） | 朕來不來是一回事，熹妃為你好，你就喝了它。
972 | 小允子 | （文鴛房內） | 小主請吧。
972 | 文鴛 | （文鴛房內） | 這糙米怎麼喝得下去啊？臣妾不喝。
972 | 小允子 | （文鴛房內） | 娘娘說良藥苦口，但凡是藥都不會是好喝的玩意兒，您為了玉體安康，喝了吧。
972 | 文鴛 | （文鴛房內） | 拿開拿開，不喝。
972 | 皇帝 | （文鴛房內） | 你若是不喝這藥，就說明你沒病，以前都是誑朕來著。
972 | 小允子 | （接著斟滿） （文鴛喝了湯） | 娘娘盼咐了，藥要喝盡了才好呢。
973 | 皇帝 | （永壽宮） | 你和祺嬪置什麼氣呀？她就是這樣的性子，雖然膚淺張狂，倒也不失可愛。
973 | 甄嬛 | （永壽宮） | 皇上以為不過縱容祺嬪幾次，卻不想後宮眾人以後都會群起效仿，欣貴人之流日久難免心生怨恨，而祺嬪之流則恃寵而驕，如此一宮不寧則後宮不寧，長久下去豈非釀成大禍？
973 | 皇帝 | （永壽宮） | 嬛嬛此言很識大體，如你所說，朕是該對祺嬪略施薄懲，也要對欣貴人加以安慰。
974 | 眉莊 | （御花園） | 此事一出，後宮再沒有妃嬪敢恃寵而驕，太后知道了很是欣慰，不住口地贊你。
974 | 甄嬛 | （御花園） | 太后也知道了？
974 | 眉莊 | （御花園） | 合宮裡還有誰不知道的？熹妃娘娘好大的氣勢，一下子就鎮住了後宮不良之風，太后本來還對你心存疑慮，現下倒是一百個放心了。
974 | 甄嬛 | （御花園） | 你哪裡曉得我的為難之處，若不是拿祺嬪做樣子，難免太后總對我心存疑慮，怕我狐媚惑主，現在動手張揚了，更有人把我恨成眼中釘了。
974 | 眉莊 | （御花園） | 討得太后歡心才是要緊。
974 | 甄嬛 | （御花園） | 在太后眼裡，我這些不過是雕蟲小技，何況後宮不良之風哪裡能壓得住呢，不過是有所收斂罷了。
974 | 文鴛 | （附近） | 倒黴了連走路都走不順，好好的踩一腳泥。
974 | 景泰 | （附近） | 小主別生氣，平白氣壞了身子。
974 | 文鴛 | （附近） | 欣貴人平時不聲不響，一轉眼倒學會去旁人面前告狀了，當真是會咬人的狗不叫，本宮被狗咬了，能不倒黴嗎？
974 | 景泰 | （附近） | 小主暫且忍一忍吧，現下就連皇上也偏幫著欣貴人，給熹妃撐腰呢。
974 | 文鴛 | （附近） | 熹妃算什麼東西，仗著皇上還願意多看兩眼她那副妖媚樣子，她就來作踐我，也不瞧瞧自己是什麼東西？在佛寺裡待著還不安分，絞盡腦汁地勾引皇上，以為大個肚子有什麼了不得的嗎，本宮總要讓她知道厲害。
974 | 甄嬛 | （聽見文鴛話語） （附近） | 你有多厲害本宮不知道，本宮只知道隔牆有耳。祺嬪，還是善自珍重的好，有這會子罵人的工夫，還不如多喝幾碗糙米薏仁湯，好好治一治夢魘的毛病。
974 | 文鴛 | （附近） | 是熹妃，是熹妃啊。
974 | 景泰 | （附近） | 小主別出聲。
974 | 弘曆 | （附近） | 額娘不生氣？
974 | 甄嬛 | （附近） | 記著，任何時候都不要為不值得的人、不值得的事費時間費心力。
974 | 弘曆 | （附近） | 是。
975 | 端妃 | （延慶殿，甄嬛入） | 貴客來了，我有失遠迎，真是失禮了。
975 | 甄嬛 | （延慶殿，甄嬛入） | 多年不見，端姐姐的氣色見好了。
975 | 端妃 | （延慶殿，甄嬛入） | 謝謝，妹妹請。有了溫宜，這漫長的日子就好打發多了，要不然這一年年地熬著，連個盼頭也沒有。
975 | 甄嬛 | （延慶殿，甄嬛入） | 姐姐真是好福氣，我的朧月卻不愛答理我。
975 | 端妃 | （延慶殿，甄嬛入） | 敬妃心疼朧月更勝於我心疼溫宜，到底是打出生就養在身邊的，朧月自然要與她親近些。眼下敬妃的心不安哪，將心比心，如果要是現在襄嬪活過來找我要回溫宜，我也是萬般地不情願哪。
975 | 甄嬛 | （延慶殿，甄嬛入） | 我明白。
975 | 端妃 | （延慶殿，甄嬛入） | 敬妃她是個明白人，可是再明白的人她也禁不住一個情字，更何況是母女之情？你不在宮裡的時候不知道，那一年朧月病了，敬妃幾天幾夜都沒有閤眼，要是那個時候朧月留不住了，只怕敬妃也要傷心死了。
975 | 甄嬛 | （延慶殿，甄嬛入） | 我這個做額孃的的的確確是沒有盡到半分做孃的心思，哪裡還敢奢求朧月有多親近我呢？我只盼著她能認我這個娘就好了。
975 | 端妃 | （延慶殿，甄嬛入） | 若說你沒有盡孃的心思，連我聽了我都覺得委屈，你說當年你生下朧月才三天就離宮，那三天的殫精竭慮哪一點不是為她一輩子做盡了打算？但是我還是要勸你一句話，別急著接回朧月，就算你思女心切，那也得忍耐呀，你現在是以鈕祜祿氏的身份入宮，莞嬪甄氏的女兒你要少沾染才會少些閒話呀。
975 | 甄嬛 | （延慶殿，甄嬛入） | 姐姐的話我記著了。
976 | 敬妃 | （御花園） | 好了好了，看你熱的，額娘帶你去千鯉池好不好？
976 | 朧月 | （御花園） | 好。
976 | 敬妃 | （甄嬛路過） | 熹妃妹妹。朧月，快給熹妃娘娘請安。
976 | 朧月 | （甄嬛路過） | 熹妃娘娘好。
976 | 甄嬛 | （甄嬛路過） | 額娘抱你去玩好不好？
976 | 朧月 | （甄嬛路過） | 我不要，我不要。
976 | 敬妃 | （甄嬛路過） | 朧月可能正玩在興頭上，不願讓人抱的，就為了那一句讓她和妹妹回去住的話，她整整哭鬧了一日呢，不如就讓她在鹹福宮再住幾日吧。
976 | 甄嬛 | （甄嬛路過） | 姐姐說什麼呢？姐姐的孩子自然是跟姐姐住在鹹福宮裡，我不過是想領她玩耍一會兒罷了。
976 | 敬妃 | （甄嬛路過） | 我們要去千鯉池餵魚，不如妹妹同去？
976 | 甄嬛 | （甄嬛路過） | 宮裡還有些事，姐姐陪朧月慢慢玩吧。
976 | 敬妃 | （甄嬛路過） | 朧月，快跟額娘說再見。
977 | 小允子 | （街） | 娘娘別生氣。
977 | 甄嬛 | （街） | 本宮有什麼好生氣的。
977 | 小允子 | （街） | 多個人疼公主是好事，可敬妃娘娘似乎忘記了誰才是公主的生母。方才敬妃邀娘娘陪公主一同去餵魚，娘娘若是去的話，不是正能和公主多親近嗎？
977 | 甄嬛 | （街） | 敬妃若是真心邀我去的話，適才一見到我就會開口，且她們去是母女情深，本宮去了又不知道會生出多少嫌隙來，好沒意思。敬妃也沒錯，朧月的生母是甄氏，我是鈕祜祿氏，算哪門子的生母。
977 | 陵容 | （街） | 姐姐。姐姐好。
977 | 甄嬛 | （街） | 許久不見，妹妹當真是貴人了。
977 | 陵容 | （街） | 姐姐才是真正的貴人，原以為姐姐要在外飄零孤苦一世，叫妹妹好生牽掛，不曾想峰迴路轉，竟有今日添丁添福的好時候。
977 | 甄嬛 | （街） | 哪裡真有十全十美的好時候呢，做人總有不足之處，即便妹妹今天身為嬪位，掌一宮主位，想來也有意難平的時候吧。
977 | 陵容 | （街） | 姐姐走後，陵容替姐姐服侍皇上那麼久，竟沒有一子半女，當真是陵容福薄，只是自己的親生女兒竟成了別人的孩子，姐姐感覺如何？
977 | 甄嬛 | （街） | 朧月自幼不在我身邊，不與我親近也是情理中事，但我相信做人有得亦有失，比起妹妹，我肚子裡這個孩子或許懷得更運氣些。
977 | 陵容 | （街） | 有得亦有失，陵容只怕姐姐得不償失呢。
977 | 甄嬛 | （街） | 妹妹說得有道理，但比起有些人用盡心機卻盡失人心，只怕到頭來是竹籃打水一場空呢。
977 | 陵容 | （街） | 姐姐說得極是。其實姐姐前幾日在儲秀宮差點滑落轎輦，妹妹也有所耳聞，幸好姐姐無恙，妹妹真是替姐姐捏一把汗呢。
977 | 甄嬛 | （街） | 安妹妹所指儲秀宮，欣貴人伺候皇上久了，性子烈些也是有的。
977 | 陵容 | （街） | 姐姐真以為是欣貴人做的嗎？姐姐仔細去想想，儲秀宮中誰與姐姐積怨已久啊？
977 | 甄嬛 | （街） | 她阿瑪歸她阿瑪，她到底也不曾對我怎樣。
977 | 陵容 | （街） | 姐姐宅心仁厚，她一直想取代姐姐，姐姐如何就不明白呢？
977 | 甄嬛 | （街） | 她是皇后跟前的紅人，妹妹怎敢在背後說這種無憑無據的話呢？
977 | 陵容 | （街） | 妹妹從前做過的錯事太多，見別人的錯事也多，有些事本想爛在肚子裡，可是如今姐姐剛回宮就遭人暗算，叫妹妹如何敢再隱瞞？昔日之錯已經鑄成，陵容只希望在今日能稍稍彌補。
977 | 甄嬛 | （街） | 妹妹這話我就不知從何聽起了，皇上眼中的妹妹是最溫順安靜的，怎麼，妹妹從前也做過什麼見不得人的錯事？
977 | 陵容 | （街） | 姐姐這話便是不肯原諒陵容了。
977 | 甄嬛 | （街） | 宮中人心如何分辨我實在不懂，可是陵容，咱們到底也是這麼多年的姐妹了。
977 | 陵容 | （街） | 我這輩子的罪孽是贖不清了，只希望姐姐能平平安安誕下龍胎，姐姐萬事多加小心。
977 | 甄嬛 | （街） | 好香啊。
977 | 陵容 | （取出香囊） （街） | 這是欣貴人送我的香囊，姐姐喜歡這味道嗎？
977 | 甄嬛 | （街） | 你的心意我明白了，我自會小心。
978 | 浣碧 | （永壽宮） | 你們都不用跟著了，我一個人伺候就行。
978 | 甄嬛 | （永壽宮） | 有什麼話就說。
978 | 浣碧 | （永壽宮） | 她方才假惺惺地說了幾句話，小主你就又信她了嗎？
978 | 甄嬛 | （永壽宮） | 我為什麼不信她？
978 | 浣碧 | （永壽宮） | 奴婢方才看得真真的，她那香囊裡分明就是——
978 | 甄嬛 | （永壽宮） | 你既知她香囊裡面裝的是什麼東西，就知道她苦心孤詣要做什麼，她今日所說的話未必全都是謊話，倒也有幾分可信。槿汐，你去見了蘇培盛，他怎麼說？
978 | 槿汐 | （永壽宮） | 蘇培盛說，祺嬪和安嬪現如今都是皇后身邊的人，不過二人一直面和心不和，近來皇后偏看重祺嬪，安嬪難免有些失意了。
978 | 甄嬛 | （永壽宮） | 祺嬪性子更淺薄張揚，換了我是皇后，也會覺得祺嬪更容易駕馭。安陵容生性陰狠，城府頗深，與皇后是一路性子的人，我看哪怕是皇后也未必能將她完全掌控。
978 | 浣碧 | （永壽宮） | 這些人蛇鼠一窩，也竟有這樣內鬥的時候，真是痛快。小主，那你預備怎麼做？
978 | 甄嬛 | （永壽宮） | 安陵容特來告訴我此事，我倒不妨坦然接受。洗碧，你去告訴佩兒，讓她轉告欣貴人。
978 | 浣碧 | （出） （永壽宮） | 好。
978 | 槿汐 | （永壽宮） | 娘娘，皇上晚上要過來，不妨咱們先準備著？
978 | 甄嬛 | （永壽宮） | 有什麼好準備的。
978 | 槿汐 | （永壽宮） | 奴婢剛才已經聽小允子說了公主對娘娘生疏的情景，難怪娘娘會生皇上的氣。
978 | 甄嬛 | （永壽宮） | 始作俑者，其無後乎？
979 | 蘇培盛 | （養心殿） | 皇上，您喝碗蓮子湯吧，這個最消暑了。
979 | 皇帝 | （養心殿） | 讓人去看過熹妃了嗎？熹妃可好些了嗎？
979 | 蘇培盛 | （養心殿） | 還是老樣子，老這麼悶悶不樂的，皇上您說熹妃娘娘這麼熬著，她受得了，肚子裡的龍子可受不了啊。
979 | 皇帝 | （養心殿） | 朕何嘗不著急啊？這樣，安排些歌舞雜技的，哄熹妃高興。
979 | 蘇培盛 | （養心殿） | 皇上，您這麼辦，可沒辦到娘娘的心坎上，娘娘高興不了。
979 | 皇帝 | （養心殿） | 那你說怎麼辦？
979 | 蘇培盛 | （養心殿） | 娘娘一人在宮中，自然是思念家人哪，可是公主又不與她親近，皇上何不讓她見見其他的家人？興許見了面疏散了心腸，倒也就好了。
979 | 皇帝 | （養心殿） | 朕心裡有數，甄遠道的病還未好全，怕過了病氣給熹妃，等甄遠道的身子好了，自然會讓他們相見。
980 | 蘇培盛 | （永壽宮） | 皇上駕到！
980 | 甄嬛 | （永壽宮） | 皇上萬福金安。
980 | 皇帝 | （永壽宮） | 快起來吧。
980 | 甄嬛 | （永壽宮） | 謝皇上。
980 | 皇帝 | （永壽宮） | 今日可舒心了吧？
980 | 甄嬛 | （永壽宮） | 多謝皇上恩典，聽蘇公公說皇上答允父親病癒後可以和臣妾相見，臣妾心裡好受多了，臣妾現在別無所求，只盼一家子平平安安的，能為皇上誕下一位皇子就是了。
980 | 蘇培盛 | （永壽宮） | 娘娘的家人就是皇上的家人，皇上怎能不重視呢？娘娘只管安心就是了。皇上，敬事房的人剛才來問，皇上今晚是否還要翻牌子？
980 | 皇帝 | （永壽宮） | 不用翻了，就在熹妃這裡。
980 | 甄嬛 | （永壽宮） | 皇上又忘了太醫的囑咐。
980 | 皇帝 | （永壽宮） | 陪你待著也是好的。
980 | 甄嬛 | （永壽宮） | 臣妾可不願意委屈了皇上，皇上也別來招惹臣妾，還是去別處吧。
980 | 皇帝 | （永壽宮） | 那就——春禧殿吧。
980 | 蘇培盛 | （永壽宮） | 嗻，奴才這就去請寧貴人準備著。只不過經過儲秀宮的時候，可又要聽祺嬪在那兒嘀咕了。
980 | 皇帝 | （永壽宮） | 怎麼，她們時常議論朕寵愛寧貴人嗎？
980 | 蘇培盛 | （永壽宮） | 倒也不是時常，只不過奴才偶爾聽見過幾次，這也難怪祺嬪，太后不喜歡寧貴人，更別說旁人了。
980 | 皇帝 | （永壽宮） | 太后是太后，她是什麼東西？
980 | 甄嬛 | （永壽宮） | 祺嬪不過是愛吃醋罷了，大熱天的皇上彆氣壞了身子。
980 | 小廈子 | （永壽宮） | 啟稟皇上，儲秀宮來人說祺嬪身子不大痛快，皇上可要去看一看？
980 | 皇帝 | （小廈子愣著） （永壽宮） | 不痛快就找太醫，朕又不會治病。糊塗東西，就說朕忙著。
980 | 甄嬛 | （永壽宮） | 原來皇上老愛這麼糊弄人哪。
980 | 皇帝 | （永壽宮） | 她嘴碎，朕懶得見她。
980 | 甄嬛 | （永壽宮） | 皇上不愛見就不見吧，何必告訴臣妾，好像倒弄得是臣妾的不是了。
980 | 皇帝 | （永壽宮） | 自然是你的不是了，你若笨一點，再醜一點，不那麼溫柔懂事，朕或許就看得上她了。
980 | 甄嬛 | （永壽宮） | 人都說新歡舊愛左右逢源，怎麼就皇上這麼偏心呢？祺嬪的性子是要強了些，但也不輕易報病喊痛的，不如皇上去看看，臣妾陪著皇上走走，就當是消食了。
